pseudo_uprn,epc,glazing,tenure,property_type
7935718E89,1,Double/triple glazed,Rented,Flat
76143317BC,1,Double/triple glazed,Rented,Flat
18963E4850,1,Double/triple glazed,Rented,House
F4A0D2913E,1,,,
28E094C264,1,Double/triple glazed,Rented,House
CC89C12025,1,Double/triple glazed,,
B121A7FDDB,1,Double/triple glazed,Owner-occupied,Flat
AF6A322B73,1,Double/triple glazed,,
3184DD92E6,1,,Rented,Flat
0F2A5179FE,1,Double/triple glazed,Rented,Flat
20CF727901,1,Double/triple glazed,Rented,Flat
3BDE3D2842,1,Double/triple glazed,Rented,Flat
F46BD7486E,1,Double/triple glazed,,
BC56D93FC9,1,Double/triple glazed,,Flat
3D172F57EE,1,Double/triple glazed,Owner-occupied,Flat
8B5AD35CAC,1,,Rented,Flat
6346DC788C,1,Double/triple glazed,Rented,Flat
CE604A6853,1,Double/triple glazed,Rented,Flat
780C6D460A,1,Double/triple glazed,Rented,House
3B58F22076,1,Double/triple glazed,Rented,Maisonette
3E42F6F096,1,,Rented,House
35A86449AC,1,Double/triple glazed,,
6481319BC4,1,Double/triple glazed,Rented,House
19DC8BCA32,1,Double/triple glazed,Rented,Flat
48B52615DE,1,Double/triple glazed,,
43228154DE,1,Double/triple glazed,Rented,Maisonette
9C6F1FB26C,1,Double/triple glazed,Rented,Flat
E094B4766D,1,Double/triple glazed,Rented,House
D830247467,1,Double/triple glazed,,
05A846E407,1,,Owner-occupied,House
0305EC4AB7,1,Double/triple glazed,,Flat
DB3749E74A,1,Double/triple glazed,Rented,Flat
22BC009AAB,1,,Owner-occupied,Maisonette
B6809267D9,1,Double/triple glazed,,
CA8B85FCF2,1,,,
C174A7E672,1,Double/triple glazed,Rented,Flat
E515AF436E,1,Double/triple glazed,Rented,House
AEBDB82A3B,1,,Owner-occupied,House
0ED64C3A7E,1,Double/triple glazed,,
CE87C60EF7,1,Double/triple glazed,,
9963C931F3,1,Double/triple glazed,Owner-occupied,Flat
0255695893,1,Double/triple glazed,Owner-occupied,House
B9A3AAA042,1,Double/triple glazed,Rented,House
C8D0BD0D5C,1,Double/triple glazed,,
D47AA57151,1,Double/triple glazed,Owner-occupied,House
4669AD576C,1,Double/triple glazed,,
573E77676C,1,Double/triple glazed,Owner-occupied,House
6F9B728487,1,Double/triple glazed,,
3D1481D322,1,,,
CE2E96FDCC,1,Double/triple glazed,Owner-occupied,House
DBCEAEF298,1,,Rented,Maisonette
9802320191,1,Double/triple glazed,Rented,Flat
819100EEAB,1,Double/triple glazed,,
E4173A2A30,1,Double/triple glazed,Rented,Flat
05DDC60E90,1,Double/triple glazed,Rented,Flat
C3B90E0028,1,Double/triple glazed,,
81F3386290,1,,Rented,Flat
E9BF845D45,1,,,
3C6CCF02A9,1,Double/triple glazed,,
FB98394F78,1,Double/triple glazed,,
E4A1FA13D0,1,Double/triple glazed,,
E699ACACE3,1,Double/triple glazed,,
9D80618F46,1,Double/triple glazed,,
AF7E02411B,1,Double/triple glazed,Rented,Flat
3C858EC748,1,Double/triple glazed,,
30BA642F82,1,Double/triple glazed,Rented,Flat
8007230BF2,1,Double/triple glazed,Owner-occupied,House
0733FF77A4,1,Double/triple glazed,Rented,Flat
58412E6F7B,1,Double/triple glazed,,
1B499F5F7C,1,Double/triple glazed,,
CC42D8C869,1,Double/triple glazed,Rented,Flat
D8CEE0E352,1,Double/triple glazed,Rented,Flat
5D333B2386,1,Double/triple glazed,,
BDC34D3770,1,Double/triple glazed,,
4FC017AC98,1,Double/triple glazed,Rented,Flat
E052EFBF19,1,Double/triple glazed,,
1D42C05BEB,1,Double/triple glazed,Rented,Flat
C25D455062,1,,,
3D8828DC90,1,,Rented,Flat
099A6693A4,1,Double/triple glazed,Rented,Flat
6F1C962F47,1,Double/triple glazed,,
782B1F825E,1,Double/triple glazed,Rented,Maisonette
75270A7357,1,Double/triple glazed,,
012C789CA3,1,Double/triple glazed,Owner-occupied,House
E7CF136D7E,1,Double/triple glazed,,
12CC356F42,1,,,
C32BA3825D,1,Double/triple glazed,Rented,Flat
8C99D7C58B,1,Double/triple glazed,Rented,Flat
95FBBCA39C,1,Double/triple glazed,Rented,Flat
122E0EE7B8,1,Double/triple glazed,Rented,Flat
FE984C1836,1,Double/triple glazed,,
D05A16AA2E,1,Double/triple glazed,,
27A08D24F4,1,Double/triple glazed,Rented,Flat
F4B2F1F540,1,Double/triple glazed,,
6637401E66,1,Double/triple glazed,,
06784FDC28,1,Double/triple glazed,Rented,Flat
C0557FECFF,1,,Rented,House
27089F767B,1,Double/triple glazed,Rented,House
9FBF94BCCB,1,Double/triple glazed,Rented,Maisonette
4C9C58DDA5,1,Double/triple glazed,Rented,Flat
C48A7CD613,1,Double/triple glazed,Rented,House
88FA71C9CE,1,,,Maisonette
AFE05B66A5,1,Double/triple glazed,Rented,Flat
4FD2FAC9C2,1,Double/triple glazed,Rented,Flat
C39E295585,1,Double/triple glazed,,
49F199D184,1,Double/triple glazed,Rented,Flat
171A069D21,1,Double/triple glazed,,Flat
5741C072E8,1,Double/triple glazed,Rented,Flat
81CCEABCC0,1,Double/triple glazed,Rented,Flat
B99191F817,1,Double/triple glazed,Rented,House
1B28B60D07,1,,,Flat
788F18B1D0,1,Double/triple glazed,Rented,House
80BD3264C0,1,Double/triple glazed,,
C21A66A2A6,1,,,
C361763681,1,Double/triple glazed,Owner-occupied,House
ED8F593B51,1,Double/triple glazed,Owner-occupied,Maisonette
92FD3FC0B9,1,Double/triple glazed,Rented,Flat
46E1BC3588,1,Double/triple glazed,,
90D027B262,1,Double/triple glazed,,
BDA9099097,1,Double/triple glazed,,
05A762B7BE,1,Double/triple glazed,Rented,House
D226F379A2,1,Double/triple glazed,,
907D6D5A03,1,Double/triple glazed,,Flat
98CAD3ACAE,1,Double/triple glazed,,
587BA18357,1,,,
1262471541,1,Double/triple glazed,Rented,Flat
4AE617B997,1,Double/triple glazed,Rented,House
534CF947FA,1,Double/triple glazed,Rented,Flat
C8A7DCA07D,1,Double/triple glazed,,
E62AD8FC41,1,Double/triple glazed,Rented,House
3509C3CB51,1,,,
1CA3D560F6,1,Double/triple glazed,Rented,House
78BCEB7324,1,Double/triple glazed,Rented,House
62300E46A1,1,Double/triple glazed,Rented,Flat
7367AE4B16,1,Double/triple glazed,Rented,Flat
619D501604,1,Double/triple glazed,,
326096B232,1,Double/triple glazed,Rented,House
E04FDAA184,1,Double/triple glazed,Owner-occupied,Maisonette
B72BF87815,1,Double/triple glazed,Rented,Flat
407E3031B3,1,,,Flat
0B2AA8233A,1,,,
E71B0FE488,1,Double/triple glazed,,Flat
DE99097434,1,Double/triple glazed,,
36CF62E245,1,Double/triple glazed,,Maisonette
FE99758878,1,,Owner-occupied,House
BBFE94140E,1,Double/triple glazed,,
33FA8801D9,1,Double/triple glazed,,
00065F2C6C,1,Double/triple glazed,,Maisonette
D961263382,1,Double/triple glazed,Owner-occupied,House
217D44D57C,1,Double/triple glazed,Rented,Flat
326CB0D3A2,1,Double/triple glazed,Rented,Flat
52882D79EE,1,Double/triple glazed,,
34EB9E740D,1,Double/triple glazed,Rented,House
DE570E8817,1,Double/triple glazed,,
5596A476F5,1,Double/triple glazed,,Flat
A4B4410DE1,1,Double/triple glazed,Rented,Flat
35B8FA046C,1,Double/triple glazed,Rented,Maisonette
0C6F629B6F,1,Double/triple glazed,Owner-occupied,House
D15176B543,1,Double/triple glazed,,Maisonette
6F4C5BB6E6,1,Double/triple glazed,,
A58F49ABA8,1,Double/triple glazed,,
1D58DD342A,1,Double/triple glazed,Rented,House
17E35DD5DB,1,,,
36048F8078,1,,Rented,House
D35D6EDD03,1,Double/triple glazed,Rented,Flat
4637C4F426,1,Double/triple glazed,,
394E315ED4,1,Double/triple glazed,Rented,Flat
A7A370E6E5,1,Double/triple glazed,Rented,Flat
6DD61355FA,1,Double/triple glazed,,
785B3E17A1,1,Double/triple glazed,Rented,Flat
9D04E772BD,1,Double/triple glazed,,
37BE48FE3B,1,Double/triple glazed,,
2C27570339,1,Double/triple glazed,Rented,House
45639322CC,1,Double/triple glazed,Owner-occupied,Flat
2D5213417A,1,Double/triple glazed,Rented,House
B7ABB8A28F,1,Double/triple glazed,Rented,House
0BD987580D,1,Double/triple glazed,Rented,House
48A3901384,1,Double/triple glazed,,
83510C0C68,1,Double/triple glazed,Rented,Flat
7C543D00D2,1,Double/triple glazed,Owner-occupied,House
4D4C62E0B8,1,Double/triple glazed,Rented,Flat
27EC035010,1,,,
372E7ACEA9,1,Double/triple glazed,,
F2721AB409,1,Double/triple glazed,,Flat
E4BA34C1DF,1,,,Flat
C2861C9B6F,1,Double/triple glazed,,
4C9F6CB998,1,,,
5640883930,1,Double/triple glazed,Owner-occupied,House
E8D511309E,1,Double/triple glazed,Owner-occupied,House
3CE0BCB0CA,1,Double/triple glazed,Owner-occupied,Flat
159A111EEB,1,Double/triple glazed,,Flat
67FA4F4D20,1,Double/triple glazed,,
912C83CFD1,1,Double/triple glazed,Rented,House
74D0ED1B0D,1,Double/triple glazed,Rented,House
C824A57671,1,Double/triple glazed,,
7515211463,1,Double/triple glazed,,
7B550C204D,1,Double/triple glazed,Rented,House
6B23590BC6,1,Double/triple glazed,,Flat
AFE579F290,1,Double/triple glazed,,
D15FDCB1A5,1,,Rented,House
5BEA7ADBA4,1,,,
63F8260163,1,Double/triple glazed,,
F0D1C30F39,1,Double/triple glazed,Owner-occupied,House
CED6A2704B,1,Double/triple glazed,Rented,Maisonette
B3381D507F,1,Double/triple glazed,Rented,Maisonette
145FE1210A,1,Double/triple glazed,Rented,House
E7A1C79BC9,1,Double/triple glazed,Rented,House
43B8E87521,1,Double/triple glazed,,
5B1283D0A9,1,Double/triple glazed,Rented,House
4C531D2167,1,Double/triple glazed,Owner-occupied,Flat
47D1885F19,1,Double/triple glazed,Rented,Flat
88E36C9167,1,Double/triple glazed,,
16663733AA,1,Double/triple glazed,Rented,Flat
FC8ED376F2,1,,Rented,House
498C7B965C,1,Double/triple glazed,,
AB894BF481,1,Double/triple glazed,Rented,Flat
CFC4045C55,1,Double/triple glazed,,
2FA67ACC2D,1,Double/triple glazed,Rented,House
9505B7DFE9,1,,Owner-occupied,Flat
BEEAED0819,1,Double/triple glazed,Owner-occupied,Flat
16D6A6D6F1,1,Double/triple glazed,,
7F4F0DAC00,1,,Rented,Flat
4E415D175D,1,Double/triple glazed,,Flat
8099F6673E,1,Double/triple glazed,,
A5EAA523DE,1,Double/triple glazed,Rented,House
38F53F31EE,1,,,
B6E2187A6F,1,Double/triple glazed,Rented,Flat
2B939FBACA,1,Double/triple glazed,Rented,Maisonette
1A13A7E948,1,Double/triple glazed,,
6318E90D37,1,,Owner-occupied,House
A0F5D9B93E,1,Double/triple glazed,Rented,Flat
E05CB3385C,1,Double/triple glazed,,
17EE069218,1,Double/triple glazed,,
202C3ADDC3,1,Double/triple glazed,,
E207EC5C4C,1,Double/triple glazed,Rented,House
C0334CB7E2,1,Double/triple glazed,Rented,House
CC95D75299,1,Double/triple glazed,Rented,Flat
75E0726D96,1,Double/triple glazed,Rented,Flat
F32CD4DD89,1,Double/triple glazed,,
5A49E93FDB,1,Double/triple glazed,Rented,Maisonette
B661C50FA9,1,Double/triple glazed,Rented,Flat
62594FDE00,1,Double/triple glazed,Rented,Flat
C1FF9ABCAC,1,Double/triple glazed,,
E6DE0DA2BD,1,Double/triple glazed,Rented,Flat
4984D97DBA,1,Double/triple glazed,Rented,House
4F43D314BD,1,Double/triple glazed,Owner-occupied,House
9B29767A4C,1,Double/triple glazed,Rented,Flat
ECDE440D18,1,Double/triple glazed,Owner-occupied,Flat
FC31779B37,1,,Rented,Flat
BF52513101,1,Double/triple glazed,Rented,Flat
1BEF70E70D,1,,Rented,House
86A07EC742,1,,Rented,Flat
1BC316BAE3,1,Double/triple glazed,Owner-occupied,Flat
DA120F9175,1,Double/triple glazed,Rented,Flat
3F7C50D8B5,1,Double/triple glazed,Owner-occupied,House
64489AD2DE,1,Double/triple glazed,Rented,Flat
54BAA114E4,1,Double/triple glazed,Rented,House
DE0FFD07CB,1,Double/triple glazed,Owner-occupied,House
32C086DD6E,1,,Owner-occupied,Flat
AB08D40285,1,Double/triple glazed,Rented,House
E38509612C,1,,,
4CC674745F,1,Double/triple glazed,,Flat
D8CAEB0031,1,Double/triple glazed,Rented,Flat
3AFAD97E05,1,Single glazed,Rented,House
DF311DB193,1,Double/triple glazed,Rented,House
0F6A256304,1,Double/triple glazed,Rented,Flat
A3213ACA89,1,Double/triple glazed,Rented,House
5058D0A0B1,1,Double/triple glazed,,
B9C6A286CE,1,,Owner-occupied,Flat
2874B85955,1,Double/triple glazed,,
2AFFD0D4DC,1,Double/triple glazed,Rented,House
EF817D5B7A,1,Double/triple glazed,Owner-occupied,House
BA4E9DB07F,1,Double/triple glazed,,
5B9A2060B1,1,Double/triple glazed,,
61DFA50EC0,1,Double/triple glazed,Rented,Flat
DEC2CDCAD8,1,Double/triple glazed,Rented,Flat
1EE300E73F,1,Double/triple glazed,,
D0FF0378D1,1,Double/triple glazed,,
EC745E27F8,1,Double/triple glazed,Rented,Flat
BF719D159B,1,,,
5ACA52C974,1,Double/triple glazed,Owner-occupied,Maisonette
A10C5E53C4,1,Double/triple glazed,Rented,Maisonette
14C3A12D56,1,Double/triple glazed,,
F87D222394,1,Double/triple glazed,Rented,Flat
EA2D17829B,1,Double/triple glazed,,
588C83CFA5,1,Double/triple glazed,Rented,Flat
25D3E6D46D,1,Double/triple glazed,Rented,Flat
13838E53B8,1,,,
EBD1976691,1,Double/triple glazed,,House
B243D02BDE,1,Double/triple glazed,Rented,Flat
8056AFE236,1,Double/triple glazed,Owner-occupied,Flat
C429619A34,1,,,
D189F6DF0E,1,Double/triple glazed,Rented,Maisonette
8BC8D6846E,1,,Rented,House
F39F85345D,1,Double/triple glazed,,
316E883CC5,1,Double/triple glazed,Rented,House
DE1A871FE8,1,Double/triple glazed,,
FD4B6F26DF,1,Double/triple glazed,Rented,Maisonette
65E5BAF78F,1,Double/triple glazed,,
35ED6B5618,1,Double/triple glazed,,
B482EFB6B8,1,Double/triple glazed,,
8A0B23AA0F,1,Double/triple glazed,Owner-occupied,Bungalow
F0206A070F,1,Double/triple glazed,Rented,House
FCFAEE2E09,1,Double/triple glazed,Owner-occupied,House
2C12FD8630,1,,,
BA65602A17,1,Double/triple glazed,Rented,Flat
45CF1A9453,1,Double/triple glazed,Rented,House
C043AA60A0,1,Double/triple glazed,,
BBBCBDFE0C,1,Double/triple glazed,Rented,Flat
F682C59929,1,Double/triple glazed,Owner-occupied,House
06CF4BBA43,1,Double/triple glazed,Rented,House
94E740637A,1,Double/triple glazed,Rented,Flat
ABE8F324D7,1,Double/triple glazed,,
05C3F5A1E7,1,Double/triple glazed,Rented,Flat
C55DAFA174,1,Double/triple glazed,,
39B9F30191,1,Double/triple glazed,,
C29EF8607D,1,Double/triple glazed,Rented,House
FAF881EA7F,1,Double/triple glazed,Owner-occupied,House
D89F253A0A,1,Double/triple glazed,Rented,Flat
241F477B84,1,Double/triple glazed,,
E37B5899D7,1,Double/triple glazed,Rented,Maisonette
56AA2E0D25,1,Double/triple glazed,,
493B147719,1,Double/triple glazed,Rented,Flat
71E2E6E2E8,1,Double/triple glazed,,Flat
AC3E48C67C,1,Double/triple glazed,Rented,Maisonette
1BA4DE1389,1,Double/triple glazed,,
C8B3AA7EF2,1,Double/triple glazed,,
1E67D2BFD9,1,Double/triple glazed,Owner-occupied,Flat
FE9FA14011,1,Double/triple glazed,,
B28FE318F9,1,Double/triple glazed,,
8FA8044FD2,1,Double/triple glazed,Rented,Flat
332032686F,1,Double/triple glazed,Rented,Maisonette
3B7A0EE966,1,Double/triple glazed,,
118E402A77,1,,,
87209FAEC2,1,Double/triple glazed,Owner-occupied,House
F51719AA84,1,Double/triple glazed,,
FB7FBA7D03,1,,Rented,House
0FE0E2B26E,1,Double/triple glazed,Rented,Flat
BBE80BB065,1,Double/triple glazed,,
A72B99284E,1,Double/triple glazed,,
1BBE122F49,1,Double/triple glazed,Owner-occupied,House
BEB4C38B80,1,Double/triple glazed,Rented,Flat
0D297F7C37,1,Double/triple glazed,,
E9D35211AD,1,,,
79BD9FCC7E,1,Double/triple glazed,,
161F9CDADC,1,Double/triple glazed,Rented,House
F37FFC5298,1,Double/triple glazed,Rented,House
B16A1B4A8B,1,Double/triple glazed,Owner-occupied,House
C22E37566B,1,Double/triple glazed,,
A32AC272DD,1,Double/triple glazed,,
5CD02B7773,1,Double/triple glazed,Rented,Flat
81F5E0E3C7,1,Double/triple glazed,Rented,House
1EC14717E4,1,,Owner-occupied,House
8286847F37,1,Double/triple glazed,,
289E1F0EB2,1,Double/triple glazed,Rented,Flat
6818E43439,1,Double/triple glazed,,
6D66E2D250,1,,,
46268E1ABD,1,Double/triple glazed,Owner-occupied,Flat
0405B18B22,1,,Owner-occupied,House
9322774AD9,1,Double/triple glazed,Owner-occupied,House
DAB8104C27,1,,,House
F3754BB192,1,Double/triple glazed,,
4CE6542554,1,Double/triple glazed,Rented,House
0A904A28CC,1,Double/triple glazed,Owner-occupied,House
707D87DA98,1,Double/triple glazed,,Flat
4E168EC699,1,Double/triple glazed,Rented,House
2C35A1B857,1,Double/triple glazed,Owner-occupied,Flat
8780C061F9,1,Double/triple glazed,Rented,Flat
E32CDF41F8,1,Double/triple glazed,,
3F434451BF,1,Double/triple glazed,,
010331D2B2,1,Double/triple glazed,Rented,Flat
F897D084FF,1,,Owner-occupied,Flat
33C576EE79,1,Double/triple glazed,,
D0F50876BE,1,Double/triple glazed,Owner-occupied,House
AF05BE854E,1,,,
7E0C295879,1,Double/triple glazed,Rented,Flat
E24F92166A,1,Double/triple glazed,,
26DABCF352,1,Double/triple glazed,,
02B1CD6F8B,1,Double/triple glazed,Rented,Flat
A9AF932479,1,Double/triple glazed,,
2663FA3C24,1,Double/triple glazed,Rented,Flat
D10D54FDA1,1,Double/triple glazed,,
2C8784DDCF,1,Double/triple glazed,Rented,Flat
C537519409,1,Double/triple glazed,Owner-occupied,House
E6484C936A,1,Double/triple glazed,,
BC22C37A62,1,Double/triple glazed,Rented,Flat
7859A70F1B,1,Double/triple glazed,Rented,Flat
C8948B7219,1,Double/triple glazed,Rented,Flat
7491E36F91,1,Double/triple glazed,Owner-occupied,House
E884FAAFEE,1,Double/triple glazed,,
34DB853979,1,Double/triple glazed,,
30768466A7,1,Double/triple glazed,,
7D3A092A28,1,Double/triple glazed,Rented,House
E85BA94E2E,1,Double/triple glazed,,
AD74380053,1,Double/triple glazed,Rented,Flat
8EF95D4750,1,Double/triple glazed,,Flat
522954CEE4,1,,Owner-occupied,House
2E5A7FE0C4,1,Double/triple glazed,,
A1BAD3492F,1,Double/triple glazed,,
E7CDB52CF8,1,,Rented,House
12706CE046,1,Double/triple glazed,,
AF3112459E,1,Double/triple glazed,,House
6BEECAC84B,1,Double/triple glazed,Rented,House
76C6D15529,1,Double/triple glazed,Rented,Maisonette
5EBD1F1032,1,,Owner-occupied,Flat
F9D33F16FE,1,Double/triple glazed,Rented,Flat
6304ABB99F,1,Double/triple glazed,,Maisonette
811F39CA25,1,Double/triple glazed,Rented,Maisonette
1EE51147B9,1,Double/triple glazed,Rented,Flat
0ABEF7043B,1,Double/triple glazed,Rented,Maisonette
C2CC92FB47,1,Double/triple glazed,Rented,Flat
7A79079734,1,Double/triple glazed,,
4B94A54EF9,1,Double/triple glazed,Rented,Flat
42AC36EFE9,1,,Rented,House
85E36A99BB,1,,,
A30D9C46D7,1,,Rented,Flat
A10D7D3E81,1,Double/triple glazed,,
85C369F941,1,Double/triple glazed,Rented,Flat
2012E95058,1,Double/triple glazed,,Flat
26B5F0249B,1,Double/triple glazed,Rented,House
90BE679F08,1,Double/triple glazed,Rented,House
FB8CAE50B3,1,Double/triple glazed,Owner-occupied,Flat
83544F691F,1,Double/triple glazed,Rented,House
42385AE0D2,1,Double/triple glazed,Rented,Flat
D20E35CCA3,1,Double/triple glazed,,Flat
76EA10591C,1,Double/triple glazed,Owner-occupied,House
80A2293AB1,1,,Rented,Maisonette
383D19403B,1,Double/triple glazed,,
D525BA63CE,1,Double/triple glazed,,
D990159F81,1,,Rented,House
CEFF2C9531,1,Double/triple glazed,Owner-occupied,House
E809E9B48E,1,Double/triple glazed,Rented,House
995C673021,1,Double/triple glazed,Rented,Flat
ABAADEB0DB,1,Double/triple glazed,,Flat
27CF089C45,1,Double/triple glazed,Rented,House
222A1B7B12,1,Double/triple glazed,Rented,Maisonette
4FACC18CA5,1,Double/triple glazed,Rented,House
C777232F99,1,Double/triple glazed,Rented,Flat
EADA8F8400,1,Double/triple glazed,,
D749FBBEB9,1,Double/triple glazed,Owner-occupied,House
27356B5578,1,Double/triple glazed,,
C35ACDB2FF,1,Double/triple glazed,,
D8D34CA9EA,1,Double/triple glazed,,
E37AC985BA,1,Double/triple glazed,,
A4E7A41ECE,1,Double/triple glazed,Owner-occupied,House
DECB53931F,1,Double/triple glazed,Rented,Flat
4F11620AB3,1,Double/triple glazed,Owner-occupied,House
E265463479,1,Double/triple glazed,Rented,Maisonette
B44865581A,1,,Owner-occupied,House
4530B17E04,1,Double/triple glazed,Rented,Flat
BEFE4E9550,1,Double/triple glazed,Rented,Flat
BA4F836E94,1,Double/triple glazed,Rented,House
90EC892133,1,Double/triple glazed,Rented,Maisonette
5BBE22420F,1,Double/triple glazed,Owner-occupied,House
288477889E,1,Double/triple glazed,Rented,House
B8195C46EB,1,Double/triple glazed,Owner-occupied,House
6130BBD86A,1,Double/triple glazed,Rented,House
1875F215CE,1,,,
72ECA83BE2,1,Double/triple glazed,Rented,Flat
117E29546B,1,Double/triple glazed,Rented,House
BDE336D6EF,1,,Rented,Flat
C77029685D,1,Double/triple glazed,Rented,House
2EF2BDF09C,1,Double/triple glazed,Rented,House
4D797374CB,1,Double/triple glazed,,
C07B5FC84A,1,Double/triple glazed,Rented,Flat
EBD9648EDB,1,Double/triple glazed,,
7F8EAD2368,1,Double/triple glazed,Rented,Maisonette
78AF79DD5D,1,Double/triple glazed,Owner-occupied,House
E73605F123,1,Double/triple glazed,,
ADF8DCE49E,1,Double/triple glazed,Rented,Flat
0E35A36664,1,,,
B2F11F907F,1,Double/triple glazed,Rented,Maisonette
4A7CAEF942,1,Double/triple glazed,Owner-occupied,House
9433D33E79,1,Double/triple glazed,Owner-occupied,House
4678E5B42F,1,Double/triple glazed,,
147A4165E5,1,Double/triple glazed,,
F968813088,1,,Rented,Maisonette
4DE7260FB2,1,Double/triple glazed,Rented,Flat
5038218D73,1,Double/triple glazed,Rented,Flat
A68CBA14B1,1,Double/triple glazed,Owner-occupied,Flat
709A4830ED,1,,,
DC5088662F,1,,Rented,Flat
9CEAC99B39,1,Double/triple glazed,,
C1AEBB0058,1,Double/triple glazed,Rented,Flat
87D905ADA5,1,Double/triple glazed,Owner-occupied,Flat
4A425DBFDC,1,,Rented,Flat
98C745F5CC,1,Double/triple glazed,Owner-occupied,Flat
25AD78B1D0,1,Double/triple glazed,Rented,House
BA26D6C2F4,1,Double/triple glazed,Rented,Flat
66FEC22F9E,1,Double/triple glazed,,
879DE364A9,1,Double/triple glazed,,
EAE59039F1,1,Double/triple glazed,Rented,House
0DF84F5F88,1,Double/triple glazed,,
520B81F479,1,Double/triple glazed,Owner-occupied,House
7F0E9E2AFE,1,Double/triple glazed,,
FA96DD5389,1,Double/triple glazed,Rented,Flat
359D4676D7,1,,Rented,Maisonette
FC4FF1003C,1,Double/triple glazed,,
32B39D66B7,1,Double/triple glazed,,
3F7FCC887C,1,Double/triple glazed,Rented,Flat
A962BF7D59,1,Double/triple glazed,Owner-occupied,House
29F89ECDBF,1,Double/triple glazed,,
6E949EF4B3,1,Double/triple glazed,Rented,House
1D788F3DB8,1,Double/triple glazed,Rented,House
F5B66B7CA6,1,Double/triple glazed,Owner-occupied,Maisonette
6DCB036F43,1,Double/triple glazed,Rented,Flat
93DD6E4513,1,Double/triple glazed,Owner-occupied,House
EABEB6C5B6,1,Double/triple glazed,Rented,Flat
F0FE5C5D7E,1,Double/triple glazed,Owner-occupied,House
DC449068B4,1,Double/triple glazed,Rented,Flat
4F0267531B,1,Double/triple glazed,Rented,Flat
DDC99245ED,1,Double/triple glazed,Owner-occupied,House
E46D723FC3,1,Double/triple glazed,Rented,Maisonette
2399423B7B,1,Double/triple glazed,Rented,Maisonette
6AA8DFA5CB,1,Double/triple glazed,,
7313D6683C,1,Double/triple glazed,Rented,House
547C76FD4D,1,Double/triple glazed,Owner-occupied,House
8DA0038698,1,Double/triple glazed,Rented,Flat
66586BAFCC,1,Double/triple glazed,Owner-occupied,Flat
0CB8D3C5E9,1,,Rented,House
144286C3CD,1,Double/triple glazed,Rented,Flat
926F27A115,1,,Owner-occupied,House
236CCABF97,1,Double/triple glazed,Owner-occupied,House
082BDB6DC6,1,Double/triple glazed,Owner-occupied,Flat
A3DA336352,1,Double/triple glazed,,House
A26839AB5D,1,Double/triple glazed,Owner-occupied,House
BDDF7A022E,1,Double/triple glazed,Rented,Flat
D5AC63FC10,1,Single glazed,Rented,House
B4F0662108,1,Double/triple glazed,,
9FB3F1A621,1,Double/triple glazed,,
2F9AA277D8,1,Double/triple glazed,,
DA2B37917C,1,Double/triple glazed,Rented,Maisonette
4323524854,1,Double/triple glazed,,
AAB7724E21,1,Double/triple glazed,,Flat
44E02B6277,1,Double/triple glazed,,
468CF5788A,1,Double/triple glazed,Rented,House
5B028C4E72,1,Double/triple glazed,Owner-occupied,Maisonette
0547D594AD,1,,,
412E0CD0E4,1,Double/triple glazed,,Flat
2A6DBE85C7,1,Double/triple glazed,,
123F60331B,1,Double/triple glazed,Rented,Flat
5605BDDBE5,1,Double/triple glazed,Owner-occupied,Bungalow
D178CF739F,1,Double/triple glazed,Rented,Maisonette
9A3472DB5B,1,Double/triple glazed,Rented,House
0B6CDBA87F,1,,Rented,Flat
F007A1242D,1,Double/triple glazed,Rented,Flat
2F1A470A1F,1,Double/triple glazed,,
22CE0E6F87,1,Double/triple glazed,,
ADA2A2E372,1,Double/triple glazed,,
FDF691995B,1,Double/triple glazed,Rented,Flat
A133D5AFBF,1,Double/triple glazed,Rented,Flat
93F0BBE458,1,Double/triple glazed,Rented,House
3CBCE072D8,1,Double/triple glazed,Rented,House
B89185E455,1,Double/triple glazed,,Flat
E2E79A2AA2,1,,Rented,Flat
646A9E12BC,1,Double/triple glazed,Rented,Flat
E137C2BF93,1,Double/triple glazed,,
B01A092FA9,1,Double/triple glazed,Rented,Flat
D5FB40A7D2,1,Double/triple glazed,Rented,Flat
EAB1AA9570,1,Double/triple glazed,,House
74114CB846,1,Double/triple glazed,,
BE583E0A37,1,Double/triple glazed,Rented,Maisonette
D92A1A4310,1,Double/triple glazed,Rented,House
633DD5D356,1,Double/triple glazed,Rented,Flat
20DEA9796C,1,Double/triple glazed,Rented,Flat
8B5AA9C4C4,1,,,
87F8A8D993,1,Double/triple glazed,Rented,House
902C912164,1,Double/triple glazed,,
6D8DC6262B,1,Double/triple glazed,Rented,Flat
8B927BCA64,1,Double/triple glazed,Rented,House
F3A22EF78B,1,Double/triple glazed,,
D39B49EE26,1,,Owner-occupied,House
3147AF2E0B,1,Double/triple glazed,,
EC51F2BE9E,1,Double/triple glazed,Owner-occupied,Flat
B25A3AEF25,1,Double/triple glazed,Rented,Flat
456AC85A3C,1,Double/triple glazed,Rented,Flat
23D011A188,1,Double/triple glazed,Rented,Flat
C14F4B38A7,1,Double/triple glazed,Rented,Flat
B6AE72FDE8,1,Double/triple glazed,Rented,House
79AA13C191,1,Double/triple glazed,,
81D2718C85,1,Double/triple glazed,Owner-occupied,Flat
BA40C97BD6,1,,Rented,Flat
C006245109,1,Double/triple glazed,,
